ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	ENSEMBL_ID
A_23_P161439	0.0228	0.00007884	-1.08e+01	2.38057602	-2.82e-01	C10orf116	ENST00000372012
A_32_P352697	0.0229	0.0000802	1.08e+01	2.36467268	1.15e-01	YTHDC1	ENST00000552105
A_23_P376870	0.0231	0.00008169	1.08e+01	2.34755348	1.36e-01	C14orf79	ENST00000548641
A_33_P3277259	0.0232	0.0000837	-1.07e+01	2.32484339	-1.36e-01	PCYT2	
A_32_P219279	0.0232	0.00008443	-1.07e+01	2.31674396	-1.81e-01	ELFN2	ENST00000402918
A_24_P398810	0.0238	0.00008769	1.06e+01	2.28125319	1.20e-01	EIF5	ENST00000216554
A_33_P3308332	0.0238	0.00008911	-1.06e+01	2.26613005	-1.66e-01	PLEKHB1	
A_24_P336551	0.0238	0.00008999	-1.06e+01	2.25691772	-1.22e-01	BGLAP	
A_24_P166613	0.0244	0.00009308	-1.05e+01	2.22520395	-1.58e-01	EPDR1	ENST00000199448
A_33_P3348011	0.0244	0.0000943	1.05e+01	2.212954	1.92e-01	TOB2P1	
A_33_P3216292	0.0247	0.00009662	-1.04e+01	2.19001044	-1.19e-01	TBC1D2	ENST00000375066
A_23_P32135	0.0247	0.00009785	-1.04e+01	2.17802505	-1.30e-01	C9orf9	ENST00000350499
A_23_P212339	0.0247	0.00009904	-1.04e+01	2.16659512	-1.80e-01	FYCO1	ENST00000296137
A_23_P163682	0.025	0.00010181	-1.03e+01	2.14050988	-1.74e-01	RHBDF1	ENST00000428730
A_23_P205900	0.025	0.00010457	1.02e+01	2.11513569	2.29e-01	NTRK3	ENST00000360948
A_23_P79069	0.025	0.0001055	-1.02e+01	2.10669963	-1.40e-01	RASAL3	ENST00000343625
A_23_P105873	0.025	0.00010711	1.02e+01	2.09237643	2.27e-01	TRPC4	
A_32_P131143	0.025	0.00010939	-1.02e+01	2.07226866	-1.88e-01	CECR5-AS1	ENST00000431923
A_33_P3230254	0.025	0.00010942	1.02e+01	2.07201109	1.40e-01	NCAPG	ENST00000251496
A_24_P453921	0.025	0.00010976	-1.02e+01	2.0691083	-1.35e-01	DPY19L1P1	
A_33_P3360728	0.025	0.00011257	-1.01e+01	2.04495148	-1.58e-01	BLVRB	ENST00000263368
A_23_P327519	0.025	0.0001132	-1.01e+01	2.03969276	-1.49e-01	STARD4	
A_23_P106617	0.025	0.00011387	-1.01e+01	2.03398246	-1.50e-01	WFDC1	ENST00000219454
A_23_P150648	0.025	0.00011401	1.01e+01	2.03287275	1.30e-01	KCNQ1DN	ENST00000441418
A_21_P0008517	0.025	0.00011412	-1.01e+01	2.03194088	-2.05e-01	LOC100506476	
A_33_P3251073	0.025	0.00011508	-1.01e+01	2.02389332	-1.27e-01	TMEM52	ENST00000310991
A_33_P3268838	0.0254	0.00011823	-1.00e+01	1.99809885	-1.65e-01	CPEB1	
A_23_P204847	0.0254	0.00012188	9.95	1.96892551	2.60e-01	LCP1	ENST00000398576
A_33_P3312807	0.0254	0.00012323	9.93	1.95835887	1.02e-01	IPW	ENST00000549804
A_23_P103011	0.0254	0.00012418	9.91	1.95104083	1.26e-01	RAB36	ENST00000263116
A_23_P39237	0.0254	0.00012589	-9.88	1.93786073	-1.68e-01	ZFP36	ENST00000248673
A_24_P381441	0.0254	0.00012791	9.85	1.92256815	2.77e-01	LMO3	
A_23_P66011	0.0254	0.00012916	-9.83	1.91316067	-1.10e-01	NECAB2	ENST00000305202
A_23_P254120	0.0254	0.00012927	9.83	1.91238006	1.43e-01	FBXO9	ENST00000480463
A_24_P182281	0.0254	0.00012971	-9.83	1.90908231	-1.14e-01	HHLA3	
A_32_P155666	0.0254	0.00012997	-9.82	1.9071813	-1.59e-01	ECEL1	ENST00000409941
A_24_P298587	0.0254	0.00013002	9.82	1.90675682	1.52e-01		ENST00000531225
A_24_P367602	0.0254	0.00013083	9.81	1.90083636	1.06e-01	DUSP5P	
A_23_P78849	0.0257	0.00013452	9.76	1.87396121	1.16e-01	SYT5	ENST00000543844
A_23_P84118	0.0257	0.00013583	9.74	1.8645809	1.77e-01	CDH18	ENST00000542864
A_23_P103812	0.0257	0.00013677	9.72	1.8579804	3.15e-01	FAM5C	ENST00000534846
A_33_P3352822	0.0257	0.00013789	9.71	1.85003765	1.43e-01	ZNF547	ENST00000391704
A_33_P3400843	0.0257	0.00013822	9.70	1.84774465	1.35e-01	C1QL4	ENST00000334221
A_23_P68998	0.0257	0.00013968	-9.68	1.83760894	-1.24e-01	MIOX	ENST00000216075
A_23_P38041	0.0265	0.00014553	9.61	1.79779048	1.23e-01	NAGPA	ENST00000381955
A_32_P86245	0.0265	0.00014628	9.60	1.79280058	1.53e-01	EFHC1	ENST00000538167
A_23_P419696	0.0265	0.00014762	9.58	1.78398455	2.46e-01	LYPD1	ENST00000345008
A_23_P414654	0.0273	0.00015515	-9.49	1.73557965	-1.84e-01	RAB37	
A_23_P36985	0.0273	0.00015662	9.47	1.72641085	2.22e-01	PCDH8	ENST00000338862
A_23_P41804	0.0273	0.00015699	-9.46	1.72410099	-1.95e-01	NKD2	ENST00000296849
A_23_P207387	0.0273	0.00015757	-9.46	1.72046772	-1.29e-01	GHDC	
A_23_P37514	0.0273	0.00015842	9.45	1.71521873	1.41e-01	C15orf39	ENST00000360639
A_21_P0014941	0.0273	0.00015953	-9.43	1.70843379	-3.14e-01	SDIM1	ENST00000545867
A_33_P3380263	0.0273	0.00016084	9.42	1.70041914	2.08e-01	MTG1	ENST00000317502
A_19_P00808285	0.0273	0.00016359	-9.39	1.68390318	-1.28e-01	LOC100507194	ENST00000435043
A_33_P3323847	0.0273	0.00016416	9.38	1.68048518	1.07e-01	RECQL4	ENST00000532237
A_23_P253464	0.0273	0.00016451	-9.38	1.678426	-1.61e-01	FAM175A	ENST00000475656
A_33_P3271350	0.0273	0.00016711	9.35	1.66306088	1.64e-01	IKBKAP	ENST00000374647
A_23_P23611	0.0273	0.00016851	9.33	1.65488744	9.46e-02	AMY1C	
A_21_P0008307	0.0273	0.00016861	9.33	1.6542941	1.53e-01	XLOC_010778	
A_23_P2006	0.0283	0.00017789	9.23	1.60176741	1.67e-01	CNGA4	ENST00000379936
A_33_P3329769	0.0283	0.0001796	-9.21	1.59234344	-1.62e-01	BEND6	ENST00000322055
A_23_P75149	0.0283	0.00018037	-9.21	1.58816291	-1.07e-01	SFXN4	ENST00000330036
A_33_P3404974	0.0283	0.00018043	9.21	1.58783567	1.50e-01	OPN5	ENST00000244799
A_33_P3313835	0.0283	0.0001809	9.20	1.58527212	1.92e-01	PP14571	ENST00000471662
A_33_P3628409	0.0284	0.00018313	9.18	1.5732373	1.47e-01	PKI55	
A_23_P130488	0.0287	0.00018599	-9.15	1.55797617	-1.37e-01	ERCC2	ENST00000391944
A_21_P0000068	0.0288	0.0001885	9.13	1.54477932	9.45e-02	LOC100128071	
A_33_P3417313	0.0294	0.00019567	9.06	1.50793896	1.08e-01	PYCRL	ENST00000377579
A_23_P106844	0.0294	0.00019756	-9.04	1.49843458	-1.28e-01	MT2A	ENST00000245185
A_23_P86710	0.0294	0.00019764	9.04	1.49804767	1.61e-01	FRMPD2	ENST00000491130
A_23_P108751	0.0294	0.00019975	-9.02	1.48753844	-1.18e-01	FHL2	
A_33_P3294317	0.0294	0.00020009	-9.02	1.48585089	-2.03e-01		
A_23_P114210	0.0294	0.00020037	9.02	1.48446835	1.33e-01	POU3F4	ENST00000373200
A_23_P121106	0.0294	0.00020183	-9.00	1.47726594	-1.09e-01	HESX1	ENST00000295934
A_23_P123086	0.0297	0.00020535	8.97	1.46016309	1.71e-01	KIAA1908	
A_33_P3251462	0.0299	0.0002079	-8.95	1.44793026	-9.74e-02	C20orf141	ENST00000380589
A_33_P3269824	0.03	0.0002107	8.93	1.43468873	2.86e-01	LRRC66	ENST00000343457
A_32_P37495	0.03	0.00021301	-8.91	1.4238639	-2.76e-01		ENST00000555001
A_23_P56978	0.03	0.00021523	-8.89	1.4135846	-2.40e-01	PTK6	ENST00000542869
A_21_P0000679	0.03	0.0002154	8.89	1.41278933	1.90e-01	LOC100507217	
A_33_P3355599	0.03	0.00021546	8.89	1.41248774	2.21e-01	PCDHB7	ENST00000231137
A_23_P169934	0.03	0.00021703	-8.88	1.40530686	-1.57e-01	RILPL1	ENST00000376874
A_21_P0010334	0.0302	0.00021959	8.86	1.39364344	1.62e-01	LOC284865	ENST00000506039
A_21_P0001711	0.0302	0.00022191	-8.84	1.38318459	-1.09e-01	XLOC_000527	ENST00000553157
A_23_P362228	0.0302	0.0002227	-8.83	1.37966176	-1.29e-01	C1orf213	ENST00000335648
A_23_P156049	0.0302	0.00022354	-8.82	1.37589817	-1.21e-01	HEXB	ENST00000504459
A_21_P0013689	0.0305	0.00022852	8.79	1.35396056	1.75e-01	XLOC_l2_014694	ENST00000423112
A_24_P226332	0.0305	0.00022949	8.78	1.34975299	1.54e-01	EPHA7	ENST00000369303
A_33_P3374893	0.0305	0.00023057	8.77	1.34508997	1.47e-01	LINC00487	ENST00000382045
A_23_P417918	0.031	0.00023708	8.72	1.31732215	2.66e-01	PENK	ENST00000539312
A_23_P48717	0.031	0.00023819	-8.71	1.31264354	-1.33e-01	NPC2	ENST00000554482
A_21_P0010545	0.031	0.00023859	-8.71	1.31096197	-1.62e-01	XLOC_l2_000353	ENST00000457535
A_23_P120863	0.031	0.00023941	-8.70	1.30755671	-1.28e-01	GAL3ST1	ENST00000406361
A_24_P336705	0.031	0.00024183	-8.69	1.29747872	-1.06e-01	RABGGTB	ENST00000370824
A_33_P3346444	0.031	0.00024237	8.68	1.295286	1.63e-01	PCDH11Y	
A_33_P3234197	0.0313	0.00025028	-8.63	1.26313286	-9.43e-02	TRIM45	ENST00000256649
A_33_P3288359	0.0313	0.00025107	-8.62	1.25998228	-1.06e-01	PSMB10	ENST00000358514
A_21_P0004418	0.0313	0.00025191	8.62	1.2566537	1.68e-01	XLOC_004908	
A_23_P49254	0.0313	0.00025212	-8.62	1.2558086	-1.57e-01	HBQ1	ENST00000199708
A_23_P387031	0.0313	0.00025234	-8.61	1.25492917	-2.25e-01	COL23A1	ENST00000390654
A_33_P3394868	0.0315	0.00025808	-8.58	1.23241137	-1.25e-01	LOC388588	ENST00000444870
A_24_P349616	0.0315	0.00026228	8.55	1.21621615	1.23e-01	UBTF	
A_32_P316136	0.0315	0.00026251	8.55	1.21534762	9.77e-02	ZNF804A	ENST00000302277
A_23_P3212	0.0315	0.00026502	-8.53	1.20580305	-1.26e-01	DTWD1	ENST00000403028
A_24_P159635	0.0315	0.00026543	8.53	1.20422513	1.39e-01	LIMD2	ENST00000259006
A_21_P0000302	0.0315	0.00026881	-8.51	1.19153181	-1.12e-01	SNORA8	ENST00000534079
A_24_P11315	0.0315	0.00026941	8.50	1.18928248	1.90e-01	OLFML3	ENST00000393300
A_24_P189533	0.0315	0.00027037	-8.50	1.18571549	-1.13e-01	ENDOD1	ENST00000278505
A_23_P106761	0.0315	0.00027297	8.48	1.17607733	9.29e-02	CORO1A	ENST00000219150
A_21_P0014120	0.0315	0.0002777	-8.45	1.15879921	-1.07e-01	LOC100507291	
A_33_P3239759	0.0315	0.00027852	8.45	1.15585509	1.32e-01	PPAN-P2RY11	ENST00000321826
A_24_P43681	0.0315	0.00027985	8.44	1.15103449	9.58e-02	DBNL	ENST00000498733
A_23_P82651	0.0315	0.00028066	-8.43	1.14814756	-1.54e-01	NPTX2	ENST00000265634
A_23_P52298	0.0315	0.00028092	-8.43	1.14719195	-1.74e-01	NPM3	ENST00000474993
A_19_P00806765	0.0315	0.00028187	-8.43	1.14379971	-1.40e-01	FONG	ENST00000416668
A_33_P3613516	0.0315	0.00028257	-8.42	1.14131733	-2.14e-01	LOC254057	
A_24_P945113	0.0315	0.00028306	8.42	1.13955299	1.92e-01	ACVRL1	ENST00000550683
A_32_P16918	0.0315	0.00028362	8.41	1.13756107	2.06e-01	C21orf62	ENST00000536776
A_33_P3280721	0.0315	0.00028518	8.41	1.13205289	9.16e-02	WLS	ENST00000354777
A_21_P0005215	0.0315	0.00028596	8.40	1.12928728	1.97e-01	XLOC_005991	ENST00000442176
A_21_P0009412	0.0315	0.00028716	8.39	1.12508912	1.47e-01	LOC100499467	
A_33_P3213235	0.0315	0.00028744	-8.39	1.1241029	-1.16e-01	CLEC4G	ENST00000381308
A_33_P3362311	0.0315	0.00029001	8.38	1.1151178	1.39e-01	C6orf222	ENST00000437635
A_19_P00315627	0.0315	0.00029108	8.37	1.11141235	9.98e-02	XLOC_l2_015098	
A_21_P0011913	0.0315	0.00029484	-8.35	1.0984455	-1.19e-01	XLOC_l2_008008	
A_23_P3532	0.0315	0.00029524	-8.35	1.09707375	-2.26e-01	LITAF	
A_23_P137035	0.0315	0.00029656	-8.34	1.092579	-1.08e-01	PIR	ENST00000380421
A_23_P201035	0.0315	0.00029768	8.33	1.08878358	9.62e-02	GBA	
A_24_P43723	0.0315	0.00029814	8.33	1.08722652	1.77e-01	GJC3	ENST00000312891
A_23_P300484	0.0315	0.00030062	8.32	1.07886332	1.23e-01	OBSL1	ENST00000373873
A_23_P8754	0.0315	0.00030377	-8.30	1.0683199	-1.54e-01	AASS	ENST00000358954
A_23_P388220	0.0315	0.00030381	8.30	1.06820562	2.72e-01	RALYL	
A_33_P3379076	0.0315	0.00030479	-8.29	1.06493773	-2.24e-01		ENST00000506335
A_24_P142743	0.0315	0.00030783	-8.28	1.05491221	-2.13e-01	CNN2	ENST00000442531
A_33_P3402020	0.0315	0.0003092	-8.27	1.05041587	-1.10e-01	CCDC8	ENST00000307522
A_23_P102571	0.0315	0.00031038	-8.26	1.04655709	-1.05e-01	SLC2A4RG	ENST00000266077
A_33_P3220202	0.0315	0.00031062	-8.26	1.04578584	-1.31e-01	PKN3	ENST00000291906
A_23_P74088	0.0315	0.00031086	-8.26	1.04499756	-1.74e-01	MMP23B	ENST00000512731
A_33_P3376965	0.0315	0.00031117	8.26	1.04399956	1.05e-01	CHAC1	ENST00000487220
A_23_P120125	0.0315	0.00031227	-8.25	1.04042782	-1.10e-01	COLEC11	ENST00000382062
A_32_P69930	0.0315	0.00031309	8.25	1.03777057	1.37e-01	CCDC96	ENST00000310085
A_33_P3356320	0.0319	0.00032106	8.21	1.01230495	2.25e-01	C17orf97	ENST00000360127
A_21_P0008832	0.0319	0.00032265	8.20	1.00729269	1.10e-01	XLOC_011305	
A_23_P251132	0.0319	0.00032339	-8.20	1.00497476	-1.09e-01	SNTG2	ENST00000308624
A_24_P113264	0.0319	0.00032347	-8.20	1.0047314	-1.73e-01	FBXO27	ENST00000509137
A_32_P499005	0.0319	0.00032497	8.19	1.00002411	2.36e-01	LOC388882	
A_33_P3240353	0.0319	0.00032635	-8.18	0.99572105	-9.94e-02	SLC39A4	ENST00000276833
A_23_P3643	0.0326	0.00033421	8.14	0.97157668	1.22e-01	DNASE1L2	ENST00000320700
A_23_P134139	0.0327	0.00033762	-8.13	0.96126585	-1.71e-01	FABP7	ENST00000368444
A_24_P169013	0.0328	0.00033986	8.12	0.95456795	3.12e-01	HLA-DRB6	ENST00000437183
A_23_P89302	0.0329	0.00034488	-8.09	0.93965325	-3.59e-01	CACNG1	ENST00000226021
A_33_P3295108	0.0329	0.00034512	-8.09	0.93896116	-1.46e-01	GANC	ENST00000318010
A_23_P204208	0.0329	0.00034547	8.09	0.93791831	1.76e-01	KLRD1	ENST00000539374
A_19_P00320665	0.033	0.00034924	-8.07	0.92687231	-1.18e-01	FLJ46906	ENST00000432673
A_21_P0014350	0.033	0.00034967	8.07	0.92563387	1.15e-01	LOC100506295	
A_23_P115726	0.0334	0.00035554	-8.04	0.90868843	-1.25e-01	SLC16A9	ENST00000395348
A_32_P9468	0.0337	0.0003601	8.02	0.89572359	1.18e-01	COX19	
A_23_P154566	0.0339	0.00036378	-8.01	0.88534359	-9.78e-02	TOX2	
A_33_P3258452	0.034	0.00036732	7.99	0.87547816	1.37e-01	C12orf5	
A_23_P157117	0.034	0.00036987	-7.98	0.86842789	-9.82e-02	CREB5	
A_32_P177955	0.034	0.00037073	-7.98	0.86606339	-1.93e-01	LOC441461	ENST00000529965
A_23_P417974	0.034	0.00037099	-7.97	0.86532842	-9.07e-02	AQP11	ENST00000528638
A_33_P3679221	0.0343	0.00037523	-7.96	0.85375108	-2.50e-01	LOC152578	ENST00000514957
A_33_P3407424	0.0343	0.00037764	-7.95	0.84722224	-2.66e-01	CDC42EP1	ENST00000249014
A_33_P3343210	0.0344	0.00037986	-7.94	0.84123577	-1.31e-01	SLC25A37	
A_23_P16214	0.0345	0.00038231	7.93	0.83464928	9.09e-02	FBXW9	ENST00000544494
A_23_P16915	0.0345	0.00038373	-7.92	0.83087478	-1.15e-01	QPCT	ENST00000469098
A_23_P25121	0.0345	0.00038604	7.91	0.82472874	1.11e-01	FKBP11	ENST00000256680
A_21_P0000843	0.0345	0.0003882	-7.90	0.81903196	-3.53e-01	LOC100507250	
A_33_P3217649	0.0345	0.00038954	7.90	0.81552099	8.73e-02	C9orf116	ENST00000371786
A_33_P3299811	0.0346	0.00039139	-7.89	0.81066619	-1.21e-01	FLVCR1-AS1	
A_23_P77859	0.0347	0.00039469	7.88	0.80207449	9.60e-02	TMEM88	ENST00000301599
A_21_P0000876	0.0351	0.0004011	-7.85	0.78561138	-1.62e-01	LOC100505894	
A_32_P133395	0.0351	0.00040285	-7.84	0.781152	-1.47e-01		ENST00000442411
A_32_P42964	0.0351	0.00040387	-7.84	0.77855888	-1.57e-01	LOC389493	ENST00000452565
A_23_P31116	0.0351	0.00040767	-7.82	0.76896671	-1.10e-01	ACOT13	ENST00000476436
A_24_P196117	0.0351	0.00040814	-7.82	0.76778451	-1.14e-01	GTF2H5	ENST00000438073
A_24_P602871	0.0351	0.00040829	-7.82	0.76739961	-1.24e-01	SAMD5	ENST00000367474
A_23_P129101	0.0351	0.00041031	7.81	0.76234811	1.07e-01	HEXA	ENST00000429918
A_23_P52031	0.0351	0.00041231	-7.81	0.75737334	-1.01e-01	PGM1	ENST00000538673
A_23_P162171	0.0351	0.00041501	-7.80	0.75067758	-1.40e-01	MCAM	ENST00000527913
A_23_P44166	0.0351	0.00041511	-7.80	0.75042422	-8.78e-02	DCXR	ENST00000306869
A_23_P102060	0.0351	0.00042095	-7.77	0.73611609	-1.09e-01	SSFA2	ENST00000491720
A_23_P35277	0.0351	0.00042313	7.77	0.73081537	1.36e-01	FAM5B	ENST00000361539
A_23_P314805	0.0351	0.0004251	7.76	0.72604406	1.73e-01	TMEM56	ENST00000370203
A_23_P135248	0.0351	0.00042566	7.76	0.72470163	1.77e-01	CCL27	ENST00000556719
A_32_P107493	0.0351	0.00042623	7.75	0.72332367	8.77e-02	C16orf55	ENST00000301031
A_21_P0008578	0.0351	0.00042641	7.75	0.72288854	1.03e-01	XLOC_011488	
A_33_P3368750	0.0351	0.0004284	-7.75	0.71811278	-1.88e-01	PAQR5	ENST00000340965
A_23_P33196	0.0351	0.00042978	7.74	0.71481855	1.20e-01	COL5A2	ENST00000452536
A_23_P31399	0.0351	0.00043094	-7.74	0.71204843	-8.32e-02	PON2	ENST00000222572
A_23_P819	0.0351	0.00043131	-7.74	0.71115849	-1.21e-01	ISG15	ENST00000379389
A_24_P241057	0.0351	0.00043344	7.73	0.7061158	2.05e-01	CABP2	ENST00000545205
A_23_P105651	0.0351	0.00043433	7.72	0.70399102	2.54e-01	PDZRN4	ENST00000402685
A_24_P342829	0.0351	0.00043696	-7.72	0.69779465	-1.73e-01	SLC16A14	ENST00000295190
A_23_P88249	0.0351	0.00043771	7.71	0.69603679	9.15e-02	RBM23	ENST00000346528
A_23_P413193	0.0353	0.00044363	-7.69	0.68222086	-1.65e-01	SFR1	ENST00000369729
A_24_P743869	0.0353	0.0004457	-7.68	0.6774502	-1.01e-01	BBIP1	
