ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	ENSEMBL_ID
A_33_P3372217	0.468	0.0006039	-7.2998149	0.2715	-1.63e-01	PSG5	ENST00000401992
A_24_P285501	0.525	0.0007104	7.0590873	0.1406	2.03e-01	UBR3	ENST00000442603
A_33_P3330911	0.525	0.0007727	-6.9372665	0.072	-1.86e-01	BCAS1	ENST00000395961
A_24_P339858	0.525	0.0007748	6.933303	0.0697	1.03e-01	C21orf90	ENST00000330490
A_21_P0004088	0.525	0.0007956	-6.895348	0.048	-2.03e-01	XLOC_004706	ENST00000509455
A_33_P3814721	0.525	0.0008077	-6.8736025	0.0354	-2.69e-01	INSC	ENST00000530161
A_33_P3386062	0.525	0.0008231	6.8467985	0.0199	1.48e-01	LOC283585	ENST00000557527
A_23_P136683	0.536	0.0008719	6.7649989	-0.0279	9.37e-02	HLA-DQB1	ENST00000484729
A_33_P3531979	0.536	0.0009488	6.6466621	-0.0984	1.31e-01	LOC283352	
A_21_P0009825	0.536	0.0009639	6.6247239	-0.1117	3.01e-01	XLOC_013457	ENST00000449270
A_32_P511713	0.536	0.0009856	6.5939334	-0.1304	1.00e-01	C11orf42	ENST00000316375
A_23_P118174	0.536	0.0009945	-6.5816045	-0.1379	-9.49e-02	PLK1	ENST00000300093
A_21_P0009267	0.536	0.0010131	6.5559916	-0.1536	1.33e-01	XLOC_012291	
A_23_P48698	0.536	0.0010757	-6.4740311	-0.2043	-1.32e-01	ADAM20	ENST00000256389
A_33_P3399768	0.536	0.0010975	6.4467856	-0.2213	1.12e-01	LOC100129269	
A_24_P64918	0.536	0.0011027	6.440405	-0.2253	1.52e-01	ZBTB1	ENST00000554015
A_33_P3877992	0.536	0.0011037	-6.4391453	-0.2261	-1.73e-01	LOC286190	ENST00000499227
A_23_P38537	0.536	0.0011283	-6.4093744	-0.2449	-3.91e-01	KRT16	ENST00000301653
A_23_P402670	0.536	0.0011368	6.3991921	-0.2513	8.24e-01	CD1A	ENST00000289429
A_21_P0000540	0.563	0.0012219	6.3025225	-0.3131	1.63e-01	LOC100286844	ENST00000549124
A_33_P3412900	0.563	0.0012953	-6.2251569	-0.3634	-1.41e-01	CBLN3	ENST00000267406
A_23_P353316	0.563	0.0013028	6.2175672	-0.3683	1.71e-01	SMURF1	ENST00000361125
A_23_P110412	0.563	0.0013039	6.216522	-0.369	1.10e-01	TMEM150C	ENST00000449862
A_21_P0000104	0.563	0.0013241	-6.1962495	-0.3823	-2.41e-01	MTRNR2L4	ENST00000399974
A_21_P0000875	0.572	0.0013956	6.1274535	-0.4279	7.12e-02	LOC100505967	ENST00000557399
A_23_P1819	0.572	0.0014306	6.0952503	-0.4495	3.39e-01	OR8B8	
A_23_P76386	0.572	0.0014415	-6.0854285	-0.4561	-1.76e-01	SLC6A12	
A_24_P48723	0.572	0.0014493	6.0784683	-0.4608	1.65e-01	PTGIS	
A_23_P204847	0.584	0.0015059	6.0290274	-0.4943	7.33e-02	LCP1	ENST00000398576
A_33_P3290162	0.588	0.0015441	5.9968762	-0.5162	1.62e-01	ASB18	ENST00000409749
A_23_P395582	0.599	0.0016027	5.9493657	-0.5489	1.26e-01	ZFP42	ENST00000509524
A_23_P353125	0.599	0.0016292	-5.9285345	-0.5633	-9.17e-02	FSIP1	ENST00000350221
A_23_P168916	0.627	0.0017437	5.8427958	-0.6234	1.38e-01	CA1	
A_23_P26314	0.627	0.0018365	5.7780509	-0.6693	3.71e-01	ZNF319	ENST00000299237
A_33_P3404739	0.627	0.0018371	5.777641	-0.6696	2.15e-01		
A_23_P153616	0.627	0.0018803	5.7487566	-0.6903	9.66e-02	MADCAM1	ENST00000215637
A_23_P28224	0.627	0.0019155	5.725837	-0.7069	6.75e-02	SCN1A	
A_33_P3352098	0.627	0.0019486	5.7047085	-0.7222	7.55e-02	MS4A7	
A_24_P212234	0.627	0.0019767	5.687073	-0.735	1.02e-01	SLC6A18	ENST00000296821
A_23_P311616	0.627	0.0020142	-5.6640086	-0.7518	-1.82e-01	JMJD6	ENST00000344991
A_33_P3226080	0.627	0.002059	-5.6370997	-0.7715	-1.44e-01	C17orf87	ENST00000399600
A_23_P149427	0.627	0.00212	5.6015627	-0.7977	1.84e-01	CAPN9	ENST00000480004
A_24_P419039	0.627	0.0021545	5.5819689	-0.8123	1.55e-01	PCDH19	ENST00000255531
A_23_P128808	0.627	0.0021625	5.5774844	-0.8156	2.13e-01	GPR132	ENST00000551869
A_21_P0002017	0.627	0.0021832	-5.5659309	-0.8242	-1.29e-01	XLOC_001992	ENST00000422996
A_32_P191441	0.627	0.0022109	-5.5507355	-0.8355	-1.27e-01	C10orf90	ENST00000284694
A_33_P3409086	0.627	0.0022135	-5.5493027	-0.8366	-1.20e-01	S100A1	ENST00000368696
A_21_P0009650	0.627	0.0022164	5.5477441	-0.8378	1.11e-01	LOC100652911	
A_33_P3385161	0.627	0.0022577	-5.5254712	-0.8545	-9.69e-02	EFCAB9	ENST00000398186
A_23_P354175	0.627	0.0022637	5.5222976	-0.8569	7.07e-02	TMEM129	ENST00000382936
A_32_P32856	0.627	0.002274	5.5168541	-0.861	1.96e-01	PCDHGC5	
A_32_P119033	0.627	0.0022866	5.5102108	-0.866	1.67e-01	PLCXD3	ENST00000328457
A_23_P111361	0.627	0.0023124	5.4967637	-0.8761	1.19e-01	PPIL6	ENST00000521072
A_24_P60680	0.667	0.0025099	5.3992166	-0.9505	1.55e-01	OR10C1	ENST00000552057
A_33_P3417611	0.667	0.0025215	5.3938011	-0.9547	1.46e-01	PCDHGB1	
A_23_P342000	0.667	0.0025491	5.3809205	-0.9646	2.00e-01	RBM11	ENST00000468643
A_33_P3327687	0.685	0.0027187	5.3054101	-1.0234	1.23e-01	LOC727993	
A_33_P3261468	0.685	0.0028243	-5.2610432	-1.0584	-3.12e-01	SLFN12L	ENST00000449046
A_21_P0006670	0.685	0.002856	5.2481382	-1.0686	8.20e-02	LOC100505601	ENST00000446211
A_23_P303101	0.685	0.0028614	5.245957	-1.0704	1.87e-01	PCDHGC4	
A_24_P519651	0.685	0.0028631	5.2452616	-1.0709	1.27e-01	LOC729121	ENST00000457647
A_33_P3369975	0.685	0.0029134	5.2251463	-1.0869	1.71e-01	OR2L3	ENST00000359959
A_33_P3312519	0.685	0.0029363	-5.2161196	-1.0941	-3.42e-01	KPRP	ENST00000368773
A_33_P3374640	0.685	0.0029883	-5.1958857	-1.1103	-4.77e-01	C19orf76	
A_33_P3218089	0.685	0.0031257	5.1444264	-1.1518	3.47e-01	CLDN24	ENST00000541814
A_24_P417189	0.685	0.0031405	5.1390236	-1.1561	1.68e-01	DUSP9	ENST00000342782
A_21_P0002810	0.685	0.0031544	5.1339952	-1.1602	8.90e-02	LOC100505609	
A_23_P500364	0.685	0.0031559	5.1334678	-1.1606	1.39e-01	BCL7B	ENST00000482231
A_32_P232808	0.685	0.0031839	-5.1234001	-1.1688	-1.52e-01	LOC284412	
A_23_P76488	0.685	0.0031946	5.119573	-1.1719	1.90e-01	EMP1	ENST00000256951
A_33_P3355418	0.685	0.0032044	5.116119	-1.1747	1.50e-01	AGBL1	ENST00000389298
A_33_P3277826	0.685	0.0032124	5.1132749	-1.1771	1.07e-01	ZSCAN1	ENST00000391700
A_32_P26401	0.685	0.0032125	-5.1132282	-1.1771	-2.59e-01	C21orf54	ENST00000451980
A_21_P0012685	0.685	0.0032436	5.1023123	-1.186	1.18e-01	XLOC_l2_011291	ENST00000511213
A_33_P3313755	0.685	0.0032468	5.1011726	-1.1869	9.59e-02	PRAMEF22	
A_32_P93328	0.685	0.0032507	5.0998226	-1.188	9.52e-02	LOC100134713	ENST00000465466
A_23_P15844	0.685	0.0032843	-5.0881546	-1.1976	-3.94e-01	BRIP1	ENST00000259008
A_23_P48327	0.685	0.0033715	5.0585546	-1.2219	2.06e-01	KCTD4	ENST00000405872
A_19_P00320814	0.685	0.0034	5.0490711	-1.2297	1.65e-01	XLOC_l2_009205	ENST00000430635
A_21_P0008579	0.685	0.0034349	-5.0375906	-1.2392	-3.31e-01	XLOC_011513	
A_23_P152782	0.685	0.0034406	5.0357116	-1.2407	1.81e-01	IFI35	ENST00000538473
A_23_P348227	0.685	0.003492	5.0190832	-1.2545	1.76e-01	ZNF135	
A_23_P425681	0.685	0.003584	4.9899823	-1.2787	1.16e-01	CCK	ENST00000396169
A_33_P3548860	0.685	0.0035881	-4.9887064	-1.2798	-1.54e-01	SEC1	
A_33_P3268181	0.685	0.0036151	-4.980336	-1.2868	-1.32e-01	LIMS2	
A_23_P406458	0.685	0.0036557	-4.9679064	-1.2972	-2.07e-01	C11orf36	ENST00000420873
A_33_P3269864	0.685	0.0036766	4.9615569	-1.3025	2.16e-01	LOC284009	ENST00000381977
A_33_P3391596	0.685	0.0036838	-4.9593718	-1.3043	-6.36e-02	LAMA4	
A_23_P52311	0.685	0.0037087	-4.9519015	-1.3106	-5.80e-02	TAF5	ENST00000351396
A_21_P0009455	0.685	0.0037243	-4.9472212	-1.3145	-1.76e-01	XLOC_012626	
A_23_P429601	0.685	0.0037668	-4.9346455	-1.3251	-2.36e-01	GALNTL5	ENST00000426341
A_23_P335905	0.685	0.0037744	4.932408	-1.327	7.08e-02	STK36	ENST00000440309
A_23_P64837	0.685	0.0038093	4.9222372	-1.3356	7.93e-02	SMAGP	ENST00000380103
A_33_P3259393	0.685	0.0038359	4.9145279	-1.3421	1.18e-01	HAPLN3	ENST00000359595
A_23_P150935	0.685	0.0039365	4.8859934	-1.3664	7.10e-02	TROAP	ENST00000257909
A_24_P796321	0.685	0.0039472	4.8830092	-1.3689	2.37e-01	LEUTX	ENST00000556180
A_23_P167367	0.685	0.0039723	4.8760325	-1.3749	7.71e-02	PITX2	
A_23_P64044	0.685	0.0039865	-4.8721169	-1.3782	-1.59e-01	FERMT3	ENST00000540554
A_32_P426044	0.685	0.0040422	4.8569006	-1.3912	8.05e-02	FAM47A	ENST00000346193
A_33_P3420941	0.685	0.0040436	-4.8565219	-1.3915	-1.54e-01	LOC439950	
A_23_P203475	0.685	0.0040546	4.853536	-1.3941	1.55e-01	PRKCDBP	ENST00000303927
A_23_P34375	0.685	0.0040807	-4.8465195	-1.4001	-1.02e-01	TCEA3	ENST00000450454
A_24_P257416	0.685	0.0041197	-4.8361117	-1.409	-1.70e-01	CXCL2	ENST00000510048
A_24_P357169	0.685	0.0041525	4.8274663	-1.4165	1.60e-01	EPPK1	ENST00000525985
A_24_P234838	0.685	0.0043772	4.7701947	-1.4661	1.18e-01	PCDH1	
A_23_P412577	0.685	0.004411	4.7618685	-1.4733	1.55e-01	ANKRD29	ENST00000284207
A_24_P7179	0.685	0.0044283	4.7576446	-1.477	7.32e-02	DIP2A	
A_21_P0005598	0.685	0.0044436	-4.7539266	-1.4803	-2.52e-01	LOC100506236	
A_23_P302634	0.685	0.0044708	4.7473371	-1.486	6.88e-02	OTOGL	ENST00000551340
A_24_P240259	0.685	0.0045	4.7403143	-1.4922	9.43e-02	LRRC31	ENST00000264676
A_33_P3262541	0.685	0.0045071	-4.7386023	-1.4937	-5.00e-02	ADAMTSL2	ENST00000393061
A_33_P3357431	0.685	0.0045428	-4.7301092	-1.5011	-1.06e-01		ENST00000317652
A_23_P114084	0.685	0.0045893	4.7191601	-1.5108	9.27e-02	PHEX	ENST00000537599
A_23_P314798	0.685	0.0046809	4.6979586	-1.5294	9.10e-02	DCST2	ENST00000498036
A_23_P114353	0.685	0.0047178	4.689561	-1.5369	1.47e-01	NXF5	ENST00000263032
A_24_P294851	0.685	0.0047628	-4.6794022	-1.5459	-1.93e-01	TRIM38	ENST00000357085
A_23_P410700	0.685	0.0047869	4.6740114	-1.5506	2.02e-01	C16orf46	ENST00000299578
A_24_P326491	0.685	0.0048925	4.6507661	-1.5713	4.24e-01	MKX	ENST00000419761
A_24_P304154	0.685	0.0049288	4.6428915	-1.5783	1.49e-01	AMPD3	
A_33_P3214463	0.685	0.0049475	4.6388767	-1.5819	7.17e-02	MESP2	ENST00000341735
A_24_P941217	0.685	0.004973	4.6334297	-1.5868	1.55e-01	SGPP2	ENST00000321276
A_33_P3286352	0.685	0.0049747	-4.633068	-1.5871	-1.36e-01	LOC219347	
A_23_P148829	0.685	0.0050123	4.6250648	-1.5943	1.77e-01	ACTRT2	ENST00000378404
A_21_P0014103	0.685	0.0050247	4.6224605	-1.5966	9.35e-02	LOC100287375	ENST00000458314
A_33_P3338740	0.685	0.0050271	-4.6219387	-1.5971	-3.05e-01	DHH	ENST00000266991
A_33_P3279851	0.685	0.005064	4.6141954	-1.604	1.65e-01	LOC100286979	
A_32_P126375	0.685	0.0050912	4.6085363	-1.6091	5.56e-02	NHS	ENST00000398097
A_33_P3390637	0.685	0.0051029	4.6061009	-1.6113	9.08e-02	SLC23A3	ENST00000421779
A_33_P3759737	0.685	0.00511	4.6046315	-1.6126	1.93e-01	LOC151171	ENST00000446979
A_23_P27636	0.685	0.0051223	4.6021007	-1.6149	9.24e-02	ZNF700	ENST00000254321
A_23_P12241	0.685	0.0051607	4.5942053	-1.622	1.12e-01	MCOLN3	ENST00000341115
A_23_P28120	0.685	0.005165	4.593333	-1.6228	6.29e-02	SIX2	ENST00000303077
A_33_P3375506	0.685	0.0051811	4.5900427	-1.6257	2.61e-01	LOC100133123	ENST00000419566
A_33_P3295261	0.685	0.0051828	-4.5897125	-1.626	-2.29e-01	LMOD1	ENST00000400965
A_23_P363406	0.685	0.0051871	4.5888313	-1.6268	1.18e-01	ANGEL1	ENST00000251089
A_33_P3217559	0.685	0.0051918	-4.5878779	-1.6277	-5.15e-02	DLK1	ENST00000331224
A_23_P55616	0.685	0.0052036	-4.5854785	-1.6298	-2.07e-01	SLC14A1	
A_24_P321525	0.685	0.0052933	4.5674968	-1.6461	1.77e-01	RERG	ENST00000536465
A_33_P3248004	0.685	0.0053065	-4.5648696	-1.6485	-1.64e-01	FLJ41423	
A_33_P3396776	0.685	0.0053371	-4.5588333	-1.654	-2.61e-01	C7orf66	ENST00000379007
A_23_P209987	0.685	0.0053622	4.5539006	-1.6584	2.03e-01	POLR1B	ENST00000448770
A_23_P45234	0.685	0.0053858	-4.549309	-1.6626	-1.09e-01	ZNF41	ENST00000397050
A_24_P75157	0.685	0.0054598	-4.535001	-1.6756	-6.10e-02	TCP10	ENST00000464222
A_23_P39067	0.685	0.0055001	4.5273107	-1.6826	3.15e-01	SPIB	
A_23_P8269	0.685	0.0055683	4.5144381	-1.6944	2.25e-01	TAAR8	ENST00000275200
A_23_P359043	0.685	0.0055752	4.5131464	-1.6956	1.40e-01	AKAP2	
A_23_P73667	0.685	0.0056654	-4.4964284	-1.7109	-5.57e-02	RIBC1	ENST00000375327
A_21_P0014697	0.685	0.0056701	-4.4955781	-1.7117	-3.22e-01	LOC100509315	
A_23_P16225	0.685	0.0057336	4.4840003	-1.7223	9.91e-02	BEST2	ENST00000549706
A_23_P92196	0.685	0.0057403	4.4827788	-1.7234	2.01e-01	RETNLB	ENST00000295755
A_24_P124349	0.685	0.0057439	4.4821257	-1.724	1.10e-01	PDGFD	ENST00000302251
A_23_P338325	0.685	0.0057512	4.4808172	-1.7252	2.15e-01	ELK3	ENST00000549985
A_23_P166797	0.685	0.0057606	-4.4791227	-1.7268	-1.20e-01	RTP4	ENST00000259030
A_23_P204144	0.685	0.0058189	4.4686794	-1.7364	1.08e-01	KRT85	ENST00000544265
A_33_P3274627	0.685	0.0058192	4.4686181	-1.7365	6.34e-02		
A_23_P86470	0.685	0.0058237	4.4678206	-1.7372	1.09e-01	CH25H	ENST00000371852
A_23_P170574	0.685	0.0058287	-4.46693	-1.738	-3.23e-01	SNAI3	ENST00000332281
A_23_P393051	0.685	0.0058388	4.4651421	-1.7397	1.13e-01	C1orf172	ENST00000374109
A_24_P238118	0.687	0.0058885	4.456367	-1.7478	1.44e-01	PP12613	ENST00000424958
A_33_P3718014	0.687	0.005916	-4.4515352	-1.7523	-2.15e-01	LOC285281	
A_21_P0000908	0.689	0.0059782	4.4407374	-1.7623	1.57e-01	FLJ27354	ENST00000415584
A_23_P434289	0.689	0.0060036	4.4363655	-1.7663	1.55e-01	GPR62	ENST00000322241
A_32_P539109	0.7	0.0061288	-4.4151018	-1.7861	-2.38e-01	BPIFB6	ENST00000542375
A_23_P143190	0.702	0.006241	-4.3964818	-1.8035	-5.62e-02	MYBL2	ENST00000396863
A_23_P388379	0.702	0.0063043	4.38613	-1.8132	9.71e-02	ATRNL1	ENST00000355044
A_23_P369815	0.702	0.0063299	-4.3819901	-1.8171	-1.48e-01	FASLG	ENST00000367721
A_21_P0002716	0.702	0.0063659	-4.3761859	-1.8225	-1.36e-01	XLOC_003226	ENST00000490647
A_21_P0006171	0.702	0.0063724	4.3751313	-1.8235	1.28e-01	XLOC_007438	
A_23_P124438	0.702	0.0063827	4.3734897	-1.8251	2.31e-01	ZNF718	
A_21_P0000446	0.702	0.0064549	-4.3619931	-1.8359	-3.43e-01	SNORD116-10	
A_32_P526255	0.702	0.0064605	-4.3611117	-1.8367	-4.65e-01	PNPLA1	ENST00000457797
A_32_P142779	0.702	0.0064831	4.3575585	-1.84	2.82e-01	IMP5	ENST00000329196
A_23_P370830	0.702	0.0064902	-4.3564322	-1.8411	-9.29e-02	KLHL14	ENST00000359358
A_23_P101054	0.702	0.0065321	4.3498743	-1.8473	1.85e-01	KRT34	ENST00000251648
A_23_P251151	0.702	0.0065411	4.3484785	-1.8486	1.18e-01	NELL1	ENST00000325319
A_32_P140139	0.702	0.0065614	4.3453134	-1.8516	9.73e-02	F13A1	ENST00000264870
A_33_P3277659	0.707	0.0066438	-4.3326321	-1.8636	-1.97e-01	ANKRD30B	ENST00000358984
A_23_P93973	0.717	0.0067727	4.3131316	-1.8821	1.32e-01	TRPV5	ENST00000265310
A_33_P3236071	0.717	0.0068649	-4.2994385	-1.8951	-2.02e-01	CLEC1B	ENST00000398939
A_21_P0011545	0.717	0.0068714	-4.2984851	-1.896	-2.94e-01	XLOC_l2_005793	
A_32_P222684	0.717	0.0069094	-4.2929112	-1.9013	-1.38e-01	PRDM6	ENST00000407847
A_32_P385587	0.717	0.0069199	4.2913825	-1.9028	1.44e-01	ALAS2	ENST00000330807
A_23_P70814	0.717	0.0069364	4.288972	-1.9051	1.56e-01	C6orf123	ENST00000495520
A_33_P3318368	0.719	0.0069879	-4.2815075	-1.9122	-1.19e-01	DOK7	ENST00000389653
A_33_P3323822	0.725	0.0070823	4.2679894	-1.9252	8.69e-02	GATAD2B	ENST00000368655
A_33_P3390918	0.727	0.0071702	4.2555829	-1.9371	2.13e-01	FSD2	ENST00000541889
A_24_P53778	0.727	0.007182	-4.2539286	-1.9387	-6.82e-02	ITLN2	ENST00000494442
A_33_P3265194	0.727	0.0072197	4.2486723	-1.9437	1.52e-01	CPSF4L	ENST00000397671
A_21_P0011872	0.727	0.0072804	-4.2402713	-1.9518	-6.78e-02	SPEG	ENST00000412982
A_33_P3242820	0.727	0.0072938	4.2384223	-1.9536	1.21e-01	LOC115110	ENST00000456687
A_21_P0005728	0.727	0.0073066	-4.2366672	-1.9553	-1.58e-01	XLOC_006852	ENST00000518706
A_32_P176911	0.729	0.0073998	4.2239781	-1.9675	1.22e-01	LINC00239	ENST00000556973
A_23_P213959	0.729	0.0074668	-4.2149673	-1.9762	-6.94e-02	PPARGC1B	ENST00000394320
A_23_P147805	0.729	0.0074922	-4.2115837	-1.9795	-4.43e-02	UPP1	ENST00000457596
A_33_P3298990	0.729	0.0075656	-4.2018514	-1.9889	-1.50e-01	CD5	ENST00000347785
A_23_P170541	0.729	0.0076147	-4.1954081	-1.9952	-5.15e-02	KCNH6	ENST00000314672
A_33_P3761915	0.729	0.0076551	-4.190142	-2.0003	-2.29e-01	IGKV1D-13	
A_33_P3234472	0.729	0.0076704	4.1881545	-2.0022	1.71e-01	LOC284751	
A_21_P0006596	0.729	0.0077335	-4.1800115	-2.0102	-2.50e-01	XLOC_008300	ENST00000417910
A_23_P18649	0.729	0.0077968	-4.1719131	-2.0181	-7.93e-02	FAT4	ENST00000394329
A_23_P34637	0.729	0.0078186	4.1691381	-2.0208	1.50e-01	REN	ENST00000272190
A_21_P0007138	0.729	0.0078996	-4.158917	-2.0308	-4.53e-01	XLOC_009024	ENST00000418612
A_23_P125495	0.729	0.0079299	4.1551232	-2.0345	8.11e-02	CDR1	ENST00000370532
A_23_P209347	0.729	0.0079358	4.1543904	-2.0352	1.44e-01	ANKRD44	ENST00000473081
A_33_P3365988	0.729	0.007938	4.1541207	-2.0354	1.87e-01		ENST00000414452
A_33_P3261132	0.729	0.007957	-4.1517524	-2.0378	-3.93e-01	CYCSP52	
A_21_P0000989	0.729	0.0079583	4.1515842	-2.0379	9.23e-02	XLOC_000268	ENST00000443104
A_21_P0000163	0.729	0.0079672	4.1504881	-2.039	9.76e-02	RNF223	ENST00000453464
A_32_P886589	0.729	0.0079869	-4.1480413	-2.0414	-1.67e-01	C12orf61	ENST00000408887
A_33_P3291821	0.729	0.0079912	4.1475093	-2.0419	2.08e-01	ANKRD26P1	ENST00000329373
A_33_P3417985	0.729	0.0079932	-4.1472596	-2.0422	-2.46e-01	OR5B17	ENST00000357377
A_21_P0007314	0.73	0.0080402	4.1414676	-2.0478	1.10e-01	XLOC_009365	
A_23_P312874	0.741	0.0082459	-4.116541	-2.0724	-2.89e-01	SPATS1	ENST00000506468
A_33_P3355503	0.741	0.0082669	4.1140415	-2.0748	2.56e-01	FOXL1	ENST00000320241
A_32_P48134	0.741	0.0083502	-4.1041805	-2.0846	-7.25e-02	TPTE2P3	ENST00000422308
A_33_P3400319	0.741	0.0083573	-4.1033382	-2.0854	-3.79e-01		ENST00000383686
A_21_P0001852	0.741	0.0085002	4.0867002	-2.1018	7.99e-02	XLOC_001428	ENST00000433893
A_33_P3574391	0.741	0.0085392	4.0822199	-2.1063	2.99e-01		ENST00000441009
A_23_P216376	0.741	0.0085715	-4.0785168	-2.11	-3.08e-01	CNGB3	ENST00000320005
A_21_P0013539	0.741	0.0085881	-4.076626	-2.1118	-2.48e-01	XLOC_l2_014219	ENST00000519714
A_33_P3415052	0.741	0.0085888	-4.0765448	-2.1119	-2.39e-01	NIPAL4	
A_33_P3333050	0.741	0.0086212	-4.0728626	-2.1156	-9.19e-02	SLC9A4	ENST00000295269
A_21_P0008282	0.741	0.0086632	4.068107	-2.1203	2.55e-01	XLOC_011088	ENST00000554211
A_21_P0014372	0.741	0.0086991	4.0640627	-2.1243	1.39e-01	LOC100506174	
A_24_P156388	0.741	0.0088814	4.0438284	-2.1445	5.16e-02	TTC38	ENST00000381031
A_23_P79816	0.741	0.0088954	4.0422967	-2.146	7.24e-02	EMILIN3	ENST00000332312
A_33_P3301489	0.741	0.0089129	4.0403823	-2.1479	3.59e-01		ENST00000526254
A_21_P0002292	0.741	0.0089371	-4.0377325	-2.1506	-9.69e-02	LOC440905	ENST00000325390
A_21_P0000156	0.741	0.0089447	4.036905	-2.1514	1.75e-01	TLL1	ENST00000513213
A_33_P3270776	0.741	0.0089615	4.035089	-2.1532	1.29e-01	HTRA3	ENST00000382512
A_33_P3264731	0.741	0.008965	4.0347024	-2.1536	1.51e-01		ENST00000400948
A_33_P3354404	0.741	0.0089689	4.0342814	-2.154	9.52e-02	KRTAP12-2	ENST00000539483
A_23_P385843	0.741	0.0089864	4.0323815	-2.1559	2.11e-01	DEFB127	ENST00000382388
A_21_P0011191	0.741	0.0089906	4.0319266	-2.1564	3.33e-01	XLOC_l2_004063	ENST00000438789
A_23_P63343	0.741	0.0090124	4.0295698	-2.1588	2.69e-01	UTS2	ENST00000054668
A_24_P144303	0.741	0.0090207	-4.0286813	-2.1597	-1.76e-01	LOC442459	
A_33_P3470781	0.741	0.0090248	4.0282434	-2.1601	1.61e-01	RALGAPA2	ENST00000202677
A_33_P3247474	0.741	0.0090676	-4.0236396	-2.1647	-2.21e-01	C3orf77	ENST00000309765
A_24_P347880	0.741	0.0091169	4.0183769	-2.17	1.04e-01	ALOXE3	ENST00000318227
A_33_P3786807	0.741	0.009139	4.0160264	-2.1723	2.96e-01	SNAR-E	
A_23_P93641	0.741	0.0091437	4.0155286	-2.1728	1.31e-01	AKR1B10	ENST00000359579
A_23_P16523	0.748	0.0092926	-3.9998762	-2.1886	-8.80e-02	GDF15	ENST00000252809
A_23_P79591	0.748	0.0093114	-3.9979132	-2.1906	-8.05e-02	APOB	ENST00000233242
A_23_P80162	0.748	0.0093428	-3.9946557	-2.1938	-6.30e-02	TMPRSS3	ENST00000478680
A_32_P107617	0.749	0.0093928	3.9895007	-2.199	1.74e-01	SFTPD	ENST00000372292
A_21_P0007944	0.757	0.0095195	-3.9765575	-2.2121	-3.60e-01	XLOC_010421	ENST00000431686
A_24_P677642	0.757	0.0095543	3.9730361	-2.2157	8.04e-02	FLJ31813	ENST00000456967
A_21_P0013146	0.758	0.0096097	3.9674676	-2.2213	1.04e-01	XLOC_l2_013062	
A_23_P218369	0.758	0.0096383	-3.9645984	-2.2242	-5.02e-01	CCL14	
