ID	adj.P.Val	P.Value	t	B	logFC	GENE_SYMBOL	ENSEMBL_ID
A_21_P0004418	0.955	0.0027208	5.2257383	-1.04424	0.0707128	XLOC_004908	
A_21_P0000540	0.955	0.0028502	5.1733435	-1.08592	0.10122521	LOC100286844	ENST00000549124
A_33_P3574391	0.955	0.0028603	5.1693479	-1.08912	0.23035836		ENST00000441009
A_21_P0014499	0.955	0.002863	5.1682827	-1.08997	0.15603941	SACS-AS1	
A_21_P0012685	0.955	0.0030096	5.1124456	-1.13492	0.09469927	XLOC_l2_011291	ENST00000511213
A_33_P3236071	0.955	0.0030466	-5.0988353	-1.14595	-0.11136144	CLEC1B	ENST00000398939
A_23_P55616	0.955	0.0030858	-5.0845985	-1.15753	-0.24195003	SLC14A1	
A_33_P3763412	0.955	0.0031243	-5.0708675	-1.16872	-0.27064214		ENST00000457033
A_23_P368740	0.955	0.0031328	-5.0678678	-1.17117	-0.09309745	HDAC10	ENST00000497036
A_24_P943358	0.955	0.0032916	5.0132801	-1.216	0.10792026	DBF4	ENST00000265728
A_23_P373584	0.955	0.0033127	5.0062792	-1.22178	0.15127914	SGCZ	ENST00000382080
A_23_P2967	0.955	0.0033375	-4.9980825	-1.22856	-0.08221158	AP1G2	ENST00000557391
A_23_P116642	0.955	0.0033393	-4.9974837	-1.22906	-0.088981	SLC26A10	ENST00000474359
A_33_P3311267	0.955	0.0033749	4.9858604	-1.2387	0.16008549	KRTAP19-2	ENST00000334055
A_23_P112103	0.955	0.003435	-4.9665762	-1.25474	-0.05835348	GSDMD	ENST00000534602
A_24_P47467	0.955	0.0034476	4.9625724	-1.25807	0.14177804	TMEM109	ENST00000227525
A_23_P307544	0.955	0.0034535	4.9607206	-1.25962	0.23442904	PLXNA2	ENST00000367033
A_24_P751074	0.955	0.0034749	4.9539766	-1.26525	0.11315056	ETS1	ENST00000392668
A_24_P419039	0.955	0.003509	4.9433185	-1.27416	0.10716372	PCDH19	ENST00000255531
A_23_P205293	0.955	0.0036167	-4.9104912	-1.30174	-0.11146686	EXD2	
A_24_P71661	0.955	0.0036235	4.9084568	-1.30345	0.07733309	CRTAP	
A_23_P167367	0.955	0.0037914	4.8595534	-1.34488	0.13256498	PITX2	
A_23_P408108	0.955	0.0038135	4.8533167	-1.35019	0.10861388	MTERF	ENST00000351870
A_24_P383050	0.955	0.0038728	-4.8367566	-1.36433	-0.09250618	KNCN	ENST00000294445
A_23_P86301	0.955	0.0039096	-4.8266139	-1.37301	-0.08826784	USH2A	ENST00000366942
A_23_P74870	0.955	0.0039281	4.8215668	-1.37734	0.29739112	C1orf129	ENST00000367758
A_23_P167328	0.955	0.004005	4.8008537	-1.39514	0.15984292	CD38	ENST00000540195
A_24_P143171	0.955	0.0040215	4.7964483	-1.39893	0.22336926	TMEM47	ENST00000275954
A_33_P3285195	0.955	0.0040802	4.781036	-1.41224	0.22713056	LOC100507012	ENST00000510795
A_33_P3274599	0.955	0.0040833	4.7802192	-1.41295	0.08422056	FAM138E	
A_33_P3302295	0.955	0.0041421	4.765018	-1.42611	0.21180539	FOXC2	ENST00000320354
A_24_P16913	0.955	0.0041488	4.7633022	-1.4276	0.16714248	ABCC4	ENST00000431522
A_23_P316812	0.955	0.0041504	-4.762893	-1.42795	-0.06305186	AKR7A2P1	
A_23_P69326	0.955	0.0041689	-4.7581816	-1.43204	-0.06288106	CADPS	ENST00000283269
A_24_P228302	0.955	0.0041693	-4.7580787	-1.43213	-0.08705788	CEACAM7	ENST00000006724
A_24_P250815	0.955	0.0041855	-4.7539791	-1.43569	-0.42905887	POF1B	ENST00000262753
A_21_P0000878	0.955	0.0042553	4.7364594	-1.45095	0.08690425	LOC100506655	
A_23_P343963	0.955	0.00426	-4.7353035	-1.45196	-0.18262873	FAM83F	ENST00000473717
A_33_P3313755	0.955	0.0043725	4.7078009	-1.47601	0.15227187	PRAMEF22	
A_24_P43391	0.955	0.0044575	4.6875503	-1.49381	0.0663315	TMEM165	ENST00000509575
A_33_P3282060	0.955	0.0044816	-4.6819001	-1.49879	-0.11414422	FAM186A	ENST00000327337
A_33_P3248539	0.955	0.0045138	-4.6743875	-1.50542	-0.11460061	LCN1	ENST00000263598
A_33_P3402968	0.955	0.0045508	-4.665837	-1.51297	-0.30292401	GAB4	ENST00000400588
A_23_P144071	0.955	0.0045911	-4.6566173	-1.52113	-0.09861241	COL7A1	ENST00000466591
A_24_P396702	0.955	0.0046171	-4.6507014	-1.52638	-0.14672588	CD302	
A_33_P3226910	0.955	0.0046563	4.6418849	-1.53421	0.29536928	GRK7	
A_33_P3237135	0.955	0.0046585	-4.641392	-1.53464	-0.11985767	MMP2	ENST00000437642
A_24_P88266	0.955	0.0046965	-4.6329285	-1.54217	-0.09258618	PROX1	ENST00000498508
A_23_P218190	0.955	0.0047264	-4.6263182	-1.54806	-0.07414906	CAPN3	
A_23_P407565	0.955	0.0047496	4.6212076	-1.55261	0.25284545	CX3CR1	
A_33_P3316485	0.955	0.0047977	-4.6107375	-1.56196	-0.08945548		ENST00000402115
A_21_P0000449	0.955	0.0048155	4.6068919	-1.5654	0.08852366	SNORD116-13	
A_23_P255618	0.955	0.0048261	4.6046221	-1.56744	0.05706014	NRSN1	ENST00000378491
A_21_P0002921	0.955	0.0049004	4.5887837	-1.58163	0.08389917	XLOC_003384	ENST00000432908
A_33_P3409086	0.955	0.0049574	-4.5768288	-1.59238	-0.13360239	S100A1	ENST00000368696
A_24_P321525	0.955	0.004967	4.5748306	-1.59418	0.11490201	RERG	ENST00000536465
A_23_P103803	0.955	0.0049875	-4.5705681	-1.59802	-0.13379154	FCRL3	ENST00000368186
A_23_P392076	0.955	0.0050145	4.56499	-1.60304	0.11095913	STRN3	ENST00000555358
A_33_P3404974	0.955	0.0050326	4.5612776	-1.60639	0.10196703	OPN5	ENST00000244799
A_23_P48997	0.955	0.0050499	-4.5577317	-1.6096	-0.07132566	PSTPIP1	ENST00000379595
A_33_P3255459	0.955	0.0051285	-4.5418427	-1.62397	-0.1865394	LOC100133461	ENST00000508619
A_33_P3873533	0.955	0.0051771	4.5321403	-1.63277	0.15070994	LOC613126	
A_33_P3239579	0.955	0.0052285	-4.5219978	-1.64198	-0.20307893	LOC100131060	
A_32_P25295	0.955	0.0052394	-4.5198716	-1.64392	-0.19019264	NEUROD2	ENST00000302584
A_33_P3401711	0.955	0.0052657	-4.5147327	-1.6486	-0.06921584	USH1G	ENST00000319642
A_23_P7896	0.955	0.0052685	4.5141997	-1.64908	0.08129915	DUSP22	ENST00000344450
A_23_P382794	0.955	0.0053701	-4.4946542	-1.66692	-0.36407437	TAS2R20	ENST00000538986
A_23_P152970	0.955	0.0054494	-4.4796962	-1.68062	-0.10738089	RAPGEFL1	ENST00000264644
A_33_P3257891	0.955	0.0054534	-4.4789417	-1.68131	-0.09953029	GSTA3	ENST00000211122
A_23_P139600	0.955	0.0054602	4.4776814	-1.68246	0.1728679	RASAL1	ENST00000446861
A_23_P96899	0.955	0.0054902	4.4720941	-1.68759	0.22145014	PGLYRP3	ENST00000290722
A_23_P39465	0.955	0.0056956	-4.4348072	-1.72196	-0.12305826	BST2	ENST00000533098
A_33_P3250278	0.955	0.0057494	4.4252874	-1.73077	0.09772981	AGXT	ENST00000307503
A_32_P22622	0.955	0.0058067	-4.4152646	-1.74007	-0.05969583	NOP14	ENST00000546137
A_23_P49499	0.955	0.005873	-4.4038075	-1.75072	-0.13445169	ST6GALNAC2	ENST00000225276
A_24_P238499	0.955	0.0059235	4.395173	-1.75876	0.10814802	C18orf56	ENST00000323813
A_32_P66035	0.955	0.0059854	4.3847155	-1.76852	0.07672062	TMEM86A	ENST00000280734
A_32_P528967	0.955	0.0060957	4.3663836	-1.78567	0.05791858	RTP1	ENST00000312295
A_23_P146946	0.955	0.006197	-4.349872	-1.80117	-0.13695894	CST6	ENST00000312134
A_32_P526255	0.955	0.0061985	-4.3496217	-1.80141	-0.35120095	PNPLA1	ENST00000457797
A_23_P24774	0.955	0.0062338	-4.3439436	-1.80675	-0.0576078	ABCC8	ENST00000525022
A_23_P99642	0.955	0.0062804	4.3365024	-1.81376	0.05224862	SLC7A7	ENST00000554061
A_33_P3229042	0.955	0.0062965	4.3339494	-1.81617	0.14288343	OR52N1	ENST00000317078
A_23_P166797	0.955	0.0063412	-4.3268881	-1.82283	-0.10660069	RTP4	ENST00000259030
A_23_P502627	0.955	0.0063566	4.3244759	-1.82511	0.14065908	ZXDA	ENST00000358697
A_23_P378526	0.955	0.0063722	-4.3220339	-1.82742	-0.06085902	RTEL1	ENST00000496816
A_23_P381714	0.955	0.0063872	4.3196919	-1.82963	0.06294089	CA13	ENST00000321764
A_23_P8571	0.955	0.0064242	-4.3139344	-1.83508	-0.05337507	SRCRB4D	ENST00000275560
A_23_P202156	0.955	0.0064413	-4.3112852	-1.83759	-0.06377919	NFKB2	ENST00000428099
A_33_P3416588	0.955	0.0064959	4.3029014	-1.84553	0.15881949	RIT2	ENST00000282028
A_23_P142205	0.955	0.0065682	4.291909	-1.85597	0.22111561	LILRA2	ENST00000439534
A_23_P53763	0.955	0.006632	4.2823211	-1.8651	0.08108729	KIAA0226L	ENST00000534925
A_23_P59855	0.955	0.006692	-4.2733981	-1.8736	-0.08627245	ZNF138	
A_32_P116606	0.955	0.0067036	4.271685	-1.87524	0.07468844	LIX1	ENST00000274382
A_23_P393034	0.955	0.006818	-4.2549628	-1.89122	-0.08579604	HAS3	ENST00000306560
A_33_P3314407	0.955	0.0068558	-4.2495113	-1.89645	-0.12701072	ENO4	ENST00000341276
A_23_P64044	0.955	0.006874	-4.2469029	-1.89895	-0.16830326	FERMT3	ENST00000540554
A_33_P3330786	0.955	0.0069198	4.2403527	-1.90523	0.11230181	LOC728339	
A_21_P0011469	0.955	0.0070049	-4.2283247	-1.91679	-0.14913172	LOC390705	
A_23_P154688	0.955	0.0070706	-4.2191614	-1.92562	-0.06766459	SLC4A11	ENST00000474451
A_23_P125588	0.955	0.0071019	-4.2148145	-1.92981	-0.29485865	TNMD	ENST00000373031
A_33_P3214466	0.955	0.0071261	4.211485	-1.93302	0.06314834	MESP1	
A_33_P3379326	0.955	0.007155	4.2075083	-1.93686	0.1506314	MSR1	ENST00000355282
A_33_P3314301	0.955	0.0071781	4.2043584	-1.9399	0.16392052	SV2C	
A_21_P0005272	0.955	0.0072214	-4.1984636	-1.94561	-0.12070122	XLOC_006315	ENST00000444158
A_33_P3316475	0.955	0.0072265	4.1977675	-1.94628	0.11485161	DEFB132	ENST00000382376
A_24_P677642	0.955	0.0072394	4.1960305	-1.94796	0.06660268	FLJ31813	ENST00000456967
A_23_P37914	0.955	0.0073014	4.1876902	-1.95604	0.12126756	SLC5A11	ENST00000539472
A_23_P21943	0.955	0.0073191	4.1853187	-1.95834	0.24986918	SAGE1	ENST00000324447
A_23_P366936	0.955	0.0073416	-4.1823174	-1.96125	-0.2179231	KRT6C	ENST00000411979
A_24_P392480	0.955	0.0073703	-4.1785173	-1.96494	-0.06303177	MYPOP	ENST00000322217
A_21_P0004088	0.955	0.0074227	-4.1716067	-1.97166	-0.1906125	XLOC_004706	ENST00000509455
A_33_P3370944	0.955	0.0074228	4.1715912	-1.97168	0.10364444	RAX	ENST00000334889
A_32_P118847	0.955	0.0074332	4.1702212	-1.97301	0.05651382	FLJ42709	
A_23_P26314	0.955	0.0075373	4.1566772	-1.9862	0.27072896	ZNF319	ENST00000299237
A_21_P0010787	0.955	0.0075779	-4.1514554	-1.9913	-0.11862711	XLOC_l2_001302	ENST00000446962
A_24_P373174	0.955	0.0075831	4.1507886	-1.99195	0.09055669	RAB27A	
A_23_P24129	0.955	0.0076274	-4.1451166	-1.99749	-0.16799192	DKK1	ENST00000373970
A_23_P76350	0.955	0.007692	-4.1369296	-2.0055	-0.09952996	GNB3	ENST00000542751
A_24_P252996	0.955	0.0078984	4.1112853	-2.03066	0.21267282	FOLR3	ENST00000542161
A_21_P0000303	0.955	0.0079523	4.1047105	-2.03713	0.08381471	SNORA75	
A_23_P425925	0.955	0.0079659	4.1030669	-2.03875	0.11087205	KRT222	ENST00000394052
A_23_P321892	0.955	0.0079803	4.1013159	-2.04048	0.1392139	HRG	ENST00000495413
A_23_P15798	0.955	0.0079964	4.0993764	-2.04239	0.0786792	KRTAP4-12	ENST00000455597
A_23_P75063	0.955	0.0080043	4.0984261	-2.04333	0.13426214	DYDC2	ENST00000444807
A_23_P79769	0.955	0.0080603	-4.0916939	-2.04997	-0.26149886	BIRC7	ENST00000342412
A_33_P3208951	0.955	0.0080836	-4.0889184	-2.05271	-0.17145698	OR51L1	ENST00000321543
A_23_P343261	0.955	0.0080906	-4.0880777	-2.05354	-0.0722818		ENST00000429480
A_23_P361419	0.955	0.0081505	4.0809734	-2.06056	0.25326865	DEPDC1B	ENST00000265036
A_33_P3368771	0.955	0.0081535	-4.0806182	-2.06091	-0.06029331	H1FX-AS1	ENST00000511998
A_33_P3353767	0.955	0.0081659	-4.0791589	-2.06236	-0.09489963	PLEKHD1	ENST00000322564
A_33_P3297415	0.955	0.0081905	-4.0762636	-2.06522	-0.09959459	NRP2	ENST00000340626
A_23_P48663	0.955	0.008211	-4.0738561	-2.06761	-0.15603515	OTX2	ENST00000554845
A_23_P392470	0.955	0.0082684	-4.0671679	-2.07424	-0.47012004	NR3C2	ENST00000358102
A_33_P3226825	0.955	0.0082941	4.0641794	-2.0772	0.16260427	RLN3	ENST00000431365
A_23_P27239	0.955	0.0083044	4.0629969	-2.07837	0.13072815	OR1D2	ENST00000331459
A_33_P3291821	0.955	0.008306	4.0628094	-2.07856	0.11058372	ANKRD26P1	ENST00000329373
A_24_P192301	0.957	0.0084219	4.0495105	-2.09178	0.06857445	SEMA3A	ENST00000265362
A_33_P3382709	0.957	0.0084375	4.0477457	-2.09353	0.05906724	LEMD3	ENST00000308330
A_33_P3316621	0.957	0.0084542	-4.0458474	-2.09542	-0.14889505	BMP3	ENST00000282701
A_21_P0008579	0.961	0.0085372	-4.0364938	-2.10474	-0.25958642	XLOC_011513	
A_21_P0009914	0.961	0.0086611	-4.0227355	-2.11848	-0.24953657	XLOC_013804	ENST00000433766
A_33_P3264331	0.961	0.0086703	4.0217226	-2.1195	0.11996639	FOXD3	ENST00000371116
A_32_P130630	0.961	0.0086879	4.0197862	-2.12143	0.09048695	SLC16A7	
A_21_P0009455	0.961	0.0087332	-4.0148273	-2.1264	-0.12932704	XLOC_012626	
A_32_P199462	0.961	0.0087924	4.0083828	-2.13285	0.10106069	C2orf80	ENST00000341287
A_33_P3369964	0.961	0.008799	-4.007674	-2.13357	-0.06905309	ATXN1L	
A_21_P0000875	0.973	0.0090338	3.9826307	-2.15873	0.11115801	LOC100505967	ENST00000557399
A_33_P3209537	0.973	0.0090494	-3.9809878	-2.16039	-0.05902475	EBF4	ENST00000342725
A_33_P3814721	0.973	0.0090617	-3.9797022	-2.16168	-0.18622054	INSC	ENST00000530161
A_33_P3264731	0.973	0.0091068	3.9749912	-2.16643	0.15815223		ENST00000400948
A_21_P0011855	0.973	0.0091748	-3.9679473	-2.17354	-0.1687093	XLOC_l2_007571	ENST00000438432
A_24_P350437	0.973	0.0091854	3.9668506	-2.17465	0.05871236	THAP2	ENST00000308086
A_23_P391857	0.973	0.0092517	-3.960043	-2.18153	-0.17564934	ESRRB	ENST00000261532
A_33_P3275687	0.973	0.009307	-3.9544147	-2.18723	-0.09470086	TBC1D3B	
A_33_P3395605	0.973	0.009384	-3.9466312	-2.19512	-0.07224207	TMEM119	ENST00000392806
A_23_P52121	0.973	0.0094867	-3.9363599	-2.20554	-0.10670453	PDZK1	
A_23_P139500	0.973	0.0095574	3.9293566	-2.21266	0.05176545	BHLHE41	ENST00000242728
A_33_P3261973	0.973	0.0095671	-3.9284026	-2.21363	-0.04833114	AP4B1	ENST00000369564
A_32_P27479	0.973	0.0096289	3.9223487	-2.21979	0.1062765	NLRP11	ENST00000443188
A_21_P0000446	0.973	0.0097062	-3.9148245	-2.22746	-0.27224232	SNORD116-10	
A_23_P153616	0.973	0.0097946	3.9063113	-2.23615	0.06352313	MADCAM1	ENST00000215637
A_21_P0000381	0.973	0.0098572	-3.9003299	-2.24226	-0.10197637	SNORD70	
A_24_P139901	0.973	0.0098627	-3.8998048	-2.2428	-0.04630827	GYPC	ENST00000409836
A_23_P93658	0.973	0.0099991	-3.8869389	-2.25597	-0.11061196	ACCN3	ENST00000357922
A_23_P10995	0.973	0.0100348	-3.8836038	-2.25939	-0.05798385	RBMS3	ENST00000497319
A_23_P162211	0.973	0.0101482	-3.8730966	-2.27018	-0.0721856	MANSC1	ENST00000535902
A_24_P291401	0.973	0.0102699	-3.8619677	-2.28163	-0.05017148	TMEM150A	ENST00000422458
A_24_P369232	0.973	0.0103009	3.8591523	-2.28453	0.07251165	CCDC3	ENST00000378839
A_24_P101047	0.973	0.0103105	3.858289	-2.28541	0.18748236	KIAA1586	ENST00000545356
A_33_P3222203	0.973	0.0103193	3.8574935	-2.28623	0.11895454	OXER1	ENST00000378661
A_23_P109895	0.973	0.0103232	-3.8571385	-2.2866	-0.0473859	SLC26A6	
A_23_P161615	0.973	0.0103388	3.855728	-2.28805	0.0637684	POLA2	ENST00000541089
A_23_P50039	0.973	0.0103631	3.8535405	-2.29031	0.11916297	MC5R	ENST00000324750
A_33_P3308903	0.973	0.0104162	-3.8487802	-2.29522	-0.05307062	MIB2	
A_23_P26511	0.973	0.0104168	-3.8487283	-2.29527	-0.04865712	GDPD3	ENST00000360688
A_23_P150931	0.973	0.0104191	-3.8485288	-2.29548	-0.04623529	LMBR1L	ENST00000547813
A_23_P160559	0.973	0.010431	-3.84746	-2.29658	-0.0531907	ECM1	ENST00000470432
A_23_P16058	0.973	0.0104535	-3.8454607	-2.29865	-0.06862772	ZNF296	ENST00000545481
A_21_P0000805	0.973	0.010459	-3.8449704	-2.29915	-0.14295942	LOC100507443	
A_32_P146113	0.973	0.010525	-3.8391125	-2.30521	-0.09802728	C6orf81	ENST00000471400
A_23_P256724	0.973	0.0105282	-3.8388345	-2.30549	-0.16097843	TNFRSF10C	ENST00000517558
A_23_P353524	0.973	0.0105887	3.8335115	-2.311	0.07022133	IVL	ENST00000392667
A_21_P0001777	0.973	0.0106394	-3.8290727	-2.3156	-0.06500454	LOC100507360	
A_33_P3289845	0.973	0.0106883	-3.8248162	-2.32001	-0.21439444	IGFL1	ENST00000437936
A_33_P3240512	0.973	0.010744	3.8199969	-2.325	0.06720295	KCTD12	ENST00000377474
A_23_P205216	0.973	0.0107786	-3.8170132	-2.3281	-0.0541333	UTP14A	ENST00000371051
A_24_P3804	0.973	0.0107884	-3.8161713	-2.32897	-0.13271303	C6orf26	ENST00000534153
A_33_P3314401	0.973	0.0108371	3.8119992	-2.33331	0.17783791	CLDN16	ENST00000264734
A_23_P425681	0.973	0.0109284	3.8042373	-2.34137	0.15285368	CCK	ENST00000396169
A_33_P3422043	0.973	0.010976	3.8002129	-2.34556	0.86091108	PRSS48	ENST00000455694
A_23_P167882	0.973	0.0110034	3.7979108	-2.34796	0.11195477	IL17F	ENST00000478427
A_23_P92860	0.973	0.0110701	3.7923271	-2.35378	0.11044976	CCNO	ENST00000501463
A_23_P436476	0.973	0.0110777	3.7916932	-2.35444	0.08189265	RBM34	ENST00000495224
A_23_P7099	0.973	0.0111491	-3.785761	-2.36063	-0.1055721	AGA	ENST00000264595
A_32_P59486	0.973	0.0112179	3.7800825	-2.36656	0.04974604	SDHD	ENST00000530923
A_33_P3375279	0.973	0.0112989	-3.7734569	-2.37348	-0.58130462	LOC100128264	ENST00000395731
A_23_P89780	0.973	0.0113501	-3.7692907	-2.37784	-0.09278528	LAMA3	
A_33_P3274811	0.973	0.0113586	3.7686021	-2.37856	0.08808074	SPRR2F	ENST00000468739
A_24_P323084	0.973	0.0114035	-3.7649774	-2.38236	-0.10885834	LINC00482	ENST00000332012
A_24_P416961	0.973	0.0114328	-3.7626132	-2.38484	-0.05129323	ARVCF	ENST00000344269
A_23_P145984	0.973	0.0114441	3.7617061	-2.38579	0.10214792	TSPAN12	ENST00000222747
A_23_P356526	0.973	0.0114448	-3.7616446	-2.38585	-0.17519012	TRIM5	ENST00000465634
A_23_P345808	0.973	0.011461	3.7603474	-2.38721	0.11593923	FAM133A	
A_23_P370682	0.973	0.0115117	-3.7562941	-2.39146	-0.06920294	BATF2	ENST00000527454
A_23_P168357	0.98	0.0116392	-3.7461786	-2.40208	-0.17894361	CPA1	ENST00000011292
A_23_P371254	0.984	0.0117637	3.7364256	-2.41234	0.10004411	TAS2R43	ENST00000531678
A_23_P360268	0.984	0.0117937	-3.734092	-2.4148	-0.05657213	LOC158696	
A_33_P3659876	0.984	0.011832	3.7311196	-2.41793	0.04774693	NCAPG2	ENST00000467785
A_23_P94501	0.984	0.0118886	3.7267527	-2.42254	0.12873384	ANXA1	ENST00000376911
A_24_P216456	0.984	0.011938	3.7229558	-2.42654	0.08935073	MAP1LC3C	ENST00000357246
A_23_P163682	0.984	0.0119866	-3.719242	-2.43046	-0.06476517	RHBDF1	ENST00000428730
A_21_P0011655	0.984	0.0119977	-3.7183974	-2.43135	-0.04758359	PDXDC2P	ENST00000422673
A_23_P31224	0.984	0.0120926	-3.7112008	-2.43896	-0.05848853	PILRA	ENST00000432297
A_33_P3389802	0.984	0.0121505	3.706845	-2.44357	0.21103448		
A_21_P0000804	0.984	0.0122027	-3.7029305	-2.44771	-0.16356749	LOC100506783	ENST00000426965
A_33_P3365978	0.984	0.0123641	3.6909571	-2.4604	0.19778722	ST7-AS2	ENST00000434993
A_21_P0002783	0.984	0.012549	-3.6774608	-2.47474	-0.29807216	XLOC_002878	
A_32_P88635	0.984	0.0125967	-3.6740114	-2.47841	-0.0534978	NBPF3	ENST00000318249
A_23_P5342	0.984	0.0126072	3.6732539	-2.47922	0.04292813	LRP1B	ENST00000544579
A_24_P22079	0.984	0.0126892	3.6673688	-2.48549	0.06417234	FOXO1	ENST00000379561
A_33_P3387566	0.984	0.0127569	-3.6625424	-2.49063	-0.09790893	C17orf88	ENST00000458392
A_24_P331830	0.984	0.0127595	-3.6623577	-2.49083	-0.06166352	KAZN	
A_23_P5002	0.984	0.0128676	-3.654714	-2.49898	-0.1307806	MAP4K1	ENST00000221409
A_23_P138541	0.984	0.0130044	3.645145	-2.50921	0.04813343	AKR1C3	ENST00000439082
A_21_P0002139	0.984	0.0130253	-3.6436896	-2.51077	-0.12891794	XLOC_002484	ENST00000449783
A_23_P206107	0.984	0.0130462	-3.642244	-2.51232	-0.04905912	ULK3	ENST00000440863
